parameter_id,UCD_OWT_003_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Spleen weight
analysis_id,3w2134j45b2s3b1
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
pvalue,0.3599473
