parameter_name,6kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_004_001
pvalue,0.6254702
gene_symbol,Bach2
analysis_id,rt318s38c09zzn9
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
mouse_strain,C57BL
