gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_name,Body position
mouse_strain,C57BL
pvalue,0.9459404
gene_accession_id,MGI:2385884
parameter_id,ESLIM_008_001_001
analysis_id,19zs4e5t652w3ei
