gene_symbol,Slx4ip
pvalue,0.897642
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
analysis_id,585y2hj9csqm8bz
gene_accession_id,MGI:1921493
mouse_strain,C57BL
