pvalue,0.1871754
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2181659
gene_symbol,Tox
parameter_name,Mean right eye lens density
parameter_id,IMPC_EYE_059_001
analysis_id,096wu2kh91999b1
