parameter_name,Whole arena average speed
analysis_id,8061s1741220k6p
gene_accession_id,MGI:88328
pvalue,0.6894557
mouse_strain,C57BL
gene_symbol,Tnfsf8
parameter_id,JAXLA_OFD_009_001
mouse_life_stage,Early adult
