mouse_life_stage,Middle aged adult
analysis_id,7if5x030m60sqwa
gene_symbol,AU040320
parameter_id,IMPC_EYE_024_001
parameter_name,Retinal Blood Vessels
pvalue,0.4040062
gene_accession_id,MGI:2140475
mouse_strain,C57BL
