gene_symbol,Duoxa2
analysis_id,de1lo1xu3i8ga3w
pvalue,2.691403e-12
parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
gene_accession_id,MGI:1914061
parameter_name,Creatinine
mouse_life_stage,Early adult
