gene_symbol,Mapkap1
pvalue,0.5467331
analysis_id,8mxwqg9lk4d0861
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
parameter_id,IMPC_GEL_028_001
mouse_strain,C57BL
parameter_name,Forebrain
