parameter_id,M-G-P_013_001_001
gene_symbol,Duoxa2
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914061
analysis_id,6f0pv3gsd4jm250
pvalue,0.6349942
parameter_name,Eye
