parameter_name,Periphery average speed
pvalue,0.6258643
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_013_001
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
analysis_id,pmn9qn64mru022u
mouse_strain,C57BL
