mouse_life_stage,E12.5
analysis_id,z57544bm29kq30m
mouse_strain,C57BL
parameter_id,MGP_MLN_032_001
gene_accession_id,MGI:1913483
pvalue,0.8043746
parameter_name,Effector NK cells - % of NK cells
gene_symbol,Dmap1
