gene_symbol,Wars2
mouse_life_stage,E12.5
parameter_name,Retina (combined)
pvalue,0.7725531
gene_accession_id,MGI:1917810
analysis_id,8es01p89g7z277k
parameter_id,JAXLA_EYE_092_001
mouse_strain,C57BL
