mouse_life_stage,E12.5
parameter_name,Effector CD8+ T cells - % of CD45+
pvalue,0.07206001
analysis_id,29a781w2b0q0xn8
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_id,MGP_MLN_074_001
