mouse_strain,C57BL
gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
mouse_life_stage,Early adult
parameter_name,Naive CD8+ T cells - % of CD45+
parameter_id,MGP_MLN_076_001
analysis_id,3e07q6563tm05tp
pvalue,0.5354056
