gene_symbol,Frmpd1
pvalue,0.3698165
parameter_name,Effector Treg cells - % of Treg
analysis_id,81v298288r3tq0z
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_009_001
gene_accession_id,MGI:2446274
