parameter_name,Whole arena resting time
gene_accession_id,MGI:1309468
analysis_id,t1y7ypz9lx86lxe
pvalue,0.7504713
mouse_life_stage,Early adult
gene_symbol,Casq1
parameter_id,ESLIM_007_001_003
mouse_strain,C57BL
