gene_symbol,Bach2
mouse_life_stage,Early adult
analysis_id,wk5a8jc88ecs4f3
gene_accession_id,MGI:894679
mouse_strain,C53BL
parameter_name,Chloride
parameter_id,HMGULA_CBC_003_001
pvalue,0.352908
