gene_symbol,Fgb
mouse_strain,C54BL
mouse_life_stage,E12.5
pvalue,0.1785831
analysis_id,d60rw20un1i9m2z
parameter_name,KLRG1+ mature NK cell number
parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:99501
