parameter_id,IMPC_CBC_010_001
mouse_life_stage,Early adult
gene_symbol,Rab22a
pvalue,0.6530909
analysis_id,9f00gl5835b3kll
parameter_name,Phosphorus
mouse_strain,C57BL
gene_accession_id,MGI:105072
