gene_symbol,Frmpd1
analysis_id,db13s0i81u9j0g3
parameter_name,KLRG1+ gd T cells - % of gd T cells
mouse_life_stage,Middle aged adult
parameter_id,MGP_IMM_022_001
pvalue,0.6714792
gene_accession_id,MGI:2446274
mouse_strain,C57BL
