parameter_id,IMPC_OFD_021_001
mouse_life_stage,Early adult
analysis_id,fkzhex2sg99d731
gene_accession_id,MGI:88461
parameter_name,Number of rears - total
gene_symbol,Col6a3
pvalue,0.9808905
mouse_strain,C57BL
