parameter_id,IMPC_CSD_070_001
analysis_id,h86e3hd925xg04q
mouse_life_stage,Early adult
pvalue,0.5864162
parameter_name,Lower teeth appearance
mouse_strain,C57BL
gene_accession_id,MGI:3045306
gene_symbol,Exd1
