gene_symbol,Inpp1
pvalue,0.2440435
analysis_id,gmx85490s65ji5l
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_id,MGP_PBI_009_001
mouse_strain,C57BL
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
