gene_symbol,Dmap1
mouse_life_stage,E12.5
gene_accession_id,MGI:1913483
parameter_id,IMPC_IPG_011_001
pvalue,0.7382879
analysis_id,e0ir2194391e52r
mouse_strain,C57BL
parameter_name,Initial response to glucose challenge
