gene_symbol,Dmap1
pvalue,0.704931
mouse_strain,C57BL
analysis_id,u82xc139492d6gy
parameter_id,M-G-P_005_001_001
parameter_name,Weight
gene_accession_id,MGI:1913483
mouse_life_stage,E12.5
