gene_symbol,Frmpd1
analysis_id,02927p9ua38n560
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
pvalue,0.7314594
parameter_id,M-G-P_005_001_004
parameter_name,Bone Mineral Density (excluding skull)
