gene_symbol,Dmap1
analysis_id,51yqz15052e78yb
mouse_strain,C57BL
gene_accession_id,MGI:1913483
parameter_id,ESLIM_011_001_006
pvalue,0.7291328
mouse_life_stage,E9.5
parameter_name,110dB startle magnitude
