parameter_id,IMPC_CSD_070_001
gene_symbol,Ola1
gene_accession_id,MGI:1914309
analysis_id,78864z01d0o7s80
mouse_life_stage,Early adult
pvalue,0.6272581
parameter_name,Lower teeth appearance
mouse_strain,C52BL
