parameter_name,Startle response
gene_symbol,Tnfsf8
pvalue,0.7437667
analysis_id,jtb57d6h36cp495
parameter_id,HMGULA_SHI_009_001
gene_accession_id,MGI:88328
mouse_life_stage,Early adult
mouse_strain,C57BL
