mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
gene_symbol,Snap23
parameter_name,Lean mass
pvalue,0.08780161
analysis_id,72vr99988cptne6
parameter_id,IMPC_DXA_003_001
