parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
mouse_strain,C57BL
pvalue,0.8252626
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_life_stage,Early adult
analysis_id,8bd3j472gn490cw
