parameter_id,IMPC_IMM_073_001
analysis_id,s8lle05grs13wjn
parameter_name,cDCs CD11b Type
pvalue,0.8185791
gene_accession_id,MGI:1276578
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Gfi1b
