parameter_id,MGP_IMM_130_001
parameter_name,CD11b-low cDC - % of CD45+
mouse_life_stage,Early adult
gene_accession_id,MGI:1914437
mouse_strain,C57BL
analysis_id,k3aw4o42306jkpf
pvalue,0.5207147
gene_symbol,Zmynd19
