parameter_id,JAXLA_DXA_003_001
gene_accession_id,MGI:1918345
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,a4i42pxw556g90p
gene_symbol,Kif24
parameter_name,Lean mass
pvalue,0.09813112
