gene_symbol,Inpp1
pvalue,0.5782883
analysis_id,s84hec7j2z05hb7
gene_accession_id,MGI:104848
parameter_name,Basophil differential count
mouse_strain,129SV
parameter_id,IMPC_HEM_038_001
mouse_life_stage,Early adult
