parameter_id,M-G-P_008_001_013
analysis_id,q8k772c0926755k
gene_symbol,Nanp
mouse_strain,C57BL
gene_accession_id,MGI:1914561
mouse_life_stage,Early adult
pvalue,0.6469142
parameter_name,Startle Response
