gene_symbol,Slc17a9
parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
pvalue,1.476044
gene_accession_id,MGI:1919107
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,4ufwf5j06k99v19
