mouse_strain,129SV
analysis_id,t02u1tci9dqayk3
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_011_001
parameter_name,Initial response to glucose challenge
pvalue,0.4074012
gene_accession_id,MGI:1925427
gene_symbol,Ninl
