parameter_name,Creatinine
parameter_id,JAX_URI_002_001
gene_accession_id,MGI:1931749
mouse_strain,C57BL
analysis_id,9jn92660cp8aq6p
gene_symbol,Pum1
pvalue,0.4669526
mouse_life_stage,Early adult
