gene_symbol,Kifap3
parameter_name,Fat/Body weight
pvalue,0.2534826
gene_accession_id,MGI:107566
analysis_id,af220w3g33u5a5o
mouse_strain,C57BL
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
