gene_symbol,Jun
gene_accession_id,MGI:96646
pvalue,0.7813134
mouse_life_stage,E9.5
parameter_name,Periphery average speed
analysis_id,3hspq1y1z142693
parameter_id,JAX_OFD_013_001
mouse_strain,C57BL
