gene_symbol,Frmpd1
analysis_id,5y4506831028r60
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_name,QT
pvalue,0.9361897
parameter_id,IMPC_ECG_028_001
