gene_symbol,Col6a3
parameter_id,MGP_IMM_017_001
pvalue,0.8460298
gene_accession_id,MGI:88461
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
analysis_id,1ib4wz11knlh602
mouse_strain,C57BL
mouse_life_stage,Early adult
