gene_symbol,Fgb
analysis_id,15374edl6p821l3
mouse_life_stage,E12.5
gene_accession_id,MGI:99501
mouse_strain,C53BL
parameter_id,M-G-P_025_001_030
parameter_name,Magnesium
pvalue,0.7698539
