parameter_id,IMPC_EYE_006_001
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_life_stage,E12.5
parameter_name,Narrow eye opening
analysis_id,xn2y7eup759kwkb
pvalue,0.2413087
mouse_strain,C57BL
