gene_symbol,Bcs1l
analysis_id,7vg73c451mwlgg8
mouse_life_stage,E12.5
parameter_id,JAX_OFD_013_001
pvalue,0.3582487
parameter_name,Periphery average speed
mouse_strain,C57BL
gene_accession_id,MGI:1914071
