gene_symbol,Snap23
parameter_name,Effector CD4+ T helper cells - % of CD45+
parameter_id,MGP_MLN_066_001
mouse_life_stage,Middle aged adult
analysis_id,i66txqgzlhu732w
gene_accession_id,MGI:109356
pvalue,0.2183512
mouse_strain,C57BL
