parameter_id,JAX_OFD_022_001
gene_accession_id,MGI:1917604
mouse_strain,C57BL
analysis_id,1v433nd7j6e9429
pvalue,0.1631817
mouse_life_stage,Middle aged adult
gene_symbol,Secisbp2l
parameter_name,Percentage center time
