mouse_life_stage,E9.5
gene_symbol,Bcs1l
parameter_name,Ulna
parameter_id,IMPC_XRY_023_001
pvalue,0.1754444
mouse_strain,C57BL
analysis_id,7mx282c8oy51n0l
gene_accession_id,MGI:1914071
