mouse_life_stage,Early adult
parameter_id,IMPC_EYE_083_001
parameter_name,Vitreous
pvalue,0.1788292
gene_accession_id,MGI:104848
mouse_strain,C57BL
gene_symbol,Inpp1
analysis_id,84q12o83516j2d0
