parameter_id,JAX_LDT_002_001
mouse_strain,C57BL
gene_symbol,Dcaf12
parameter_name,Light side time spent
gene_accession_id,MGI:1916220
pvalue,0.1592543
analysis_id,2u554g4g9n155xy
mouse_life_stage,Early adult
