parameter_name,Eye
gene_accession_id,MGI:1917810
analysis_id,279z478947ar0j2
mouse_strain,C57BL
parameter_id,M-G-P_014_001_001
mouse_life_stage,E12.5
pvalue,0.7495926
gene_symbol,Wars2
