parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
pvalue,0.5132158
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
gene_accession_id,MGI:1913576
analysis_id,7189753lck3h6z7
parameter_name,Snout size
