gene_symbol,Wars2
parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
analysis_id,3ep4g29l48w3tl7
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_name,Resting CD8+ T cells - % of CD8+
pvalue,0.5969444
