parameter_name,Eye
parameter_id,M-G-P_014_001_001
analysis_id,14x81fy0n6ri0z6
pvalue,0.4305474
mouse_life_stage,Early adult
gene_accession_id,MGI:1922855
mouse_strain,C57BL
gene_symbol,Kdm5b
