gene_symbol,Ddx27
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
analysis_id,5z69y023er62e68
mouse_strain,C57BL
pvalue,0.9988311
parameter_name,Macrophages - % of CD45+
parameter_id,MGP_IMM_121_001
