parameter_id,HMGULA_CBC_009_001
mouse_strain,C57BL
analysis_id,9le73k68vqf87w9
pvalue,0.689855
gene_symbol,Rab22a
mouse_life_stage,Early adult
parameter_name,Calcium
gene_accession_id,MGI:105072
