gene_symbol,Snap23
analysis_id,55i1h51se2jw1xe
parameter_name,Total ab T cells - % of CD45+
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:109356
pvalue,0.8228545
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
