gene_symbol,Arpc2
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.7575013
analysis_id,st945k5jt7690tw
parameter_name,PQ
gene_accession_id,MGI:1923959
parameter_id,IMPC_ECG_005_001
