gene_symbol,Hnf4a
pvalue,0.6923187
analysis_id,430xdypvpx202nu
mouse_strain,C57BL
parameter_id,IMPC_XRY_033_001
gene_accession_id,MGI:109128
mouse_life_stage,Early adult
parameter_name,Tibia length
