parameter_id,IMPC_EYE_001_001
mouse_life_stage,E15.5
parameter_name,Eye
pvalue,0.790642
analysis_id,102diync960aa10
gene_symbol,Mapkap1
mouse_strain,C57BL
gene_accession_id,MGI:2444554
