parameter_id,IMPC_IMM_069_001
analysis_id,s7qowxdv042uso5
pvalue,0.4102166
gene_symbol,Arnt
gene_accession_id,MGI:88071
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Transitional B Cells (CD21/35 low)
