parameter_id,M-G-P_026_001_004
analysis_id,8048e42jn2v7p78
pvalue,0.2386735
mouse_strain,C57BL
gene_symbol,Car13
parameter_name,Coat colouration
gene_accession_id,MGI:1931322
mouse_life_stage,Early adult
